X,Y,id,initialdate,finaldate,area_ha,iso2,iso3,country,admlvl1,admlvl2,admlvl3,admlvl5,map_source,broadleaved_forest_percent,coniferous_forest_percent,mixed_forest_percent,sclerophillous_vegetation_percent,transitional_vegetation_percent,other_natural_percent,agriculture_percent,artificial_percent,other_percent,natura2k_percent,noneu,updated,area_code,eu_area
,,"1914",2010/08/31 00:00:00,2010/08/31 00:00:00+00,"2118",ES,ESP,España,Noroeste,Galicia,Ourense,Laza,modis,2.35849056603762,0.141509433962257,0,0,4.6698113207545,92.8301886792409,0,0,0,99.3634117566992,"0",2022/01/26 11:57:54.973,EU,EU
,,"1887",2010/08/31 00:00:00,2010/08/31 00:00:00+00,"600",ES,ESP,España,Noroeste,Galicia,Ourense,Chandrexa de Queixa,modis,4.15973377703758,0,0,0,0,95.8402662229458,0,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"2300",2010/08/31 00:00:00,2010/08/31 00:00:00+00,"82",PT,PRT,Portugal,Continente,Norte,Cávado,Aboim da Nóbrega e Gondomar,modis,0,0,0,0,0,92.5925925924783,7.40740740739826,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"4006",2010/08/31 00:00:00,2010/08/31 00:00:00+00,"174",ES,ESP,España,Noroeste,Galicia,Ourense,Manzaneda,modis,16.0919540229793,0,0,0,0,83.9080459769633,0,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"2298",2010/09/01 00:00:00,2010/09/01 00:00:00+00,"776",PT,PRT,Portugal,Continente,Norte,Tâmega e Sousa,Campelo e Ovil,modis,0.515463917525707,0,3.22164948453567,0,65.0773195876205,10.4381443298956,19.2010309278326,1.54639175257712,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"2299",2010/09/01 00:00:00,2010/09/01 00:00:00+00,"847",PT,PRT,Portugal,Continente,Norte,Tâmega e Sousa,"Alhões, Bustelo, Gralheira e Ramires",modis,0,0,0.470588235294062,0,13.2941176470573,76.3529411764616,9.88235294117531,0,0,94.1648947522084,"0",2022/01/26 11:57:54.973,EU,EU
,,"2934",2010/09/01 00:00:00,2010/09/01 00:00:00+00,"4692",PT,PRT,Portugal,Continente,Norte,Alto Tâmega,Covas do Barroso,modis,0.638841567291298,1.89522998296418,1.44804088586028,0,78.5775127768297,10.1149914821122,7.32538330494022,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"4005",2010/09/01 00:00:00,2010/09/01 00:00:00+00,"59",EL,GRC,Ελλάδα ,Κεντρική Ελλάδα,Δυτική Ελλάδα,Αιτωλοακαρνανία,Δημοτική Κοινότητα Μεσολογγίου,modis,0,0,0,58.3333333332361,0,0,41.6666666665972,0,0,32.60311667098,"0",2022/01/26 11:57:54.973,EU,EU
,,"4302",2010/09/01 00:00:00,2010/09/01 00:00:00+00,"255",PT,PRT,Portugal,Continente,Norte,Área Metropolitana do Porto,Covelo de Paivó e Janarde,modis,0,0,0,0,8.52713178294243,91.4728682170188,0,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"3403",2010/09/02 00:00:00,2010/09/02 00:00:00+00,"272",PT,PRT,Portugal,Continente,Norte,Ave,Ermelo e Pardelhas,modis,0.366300366300232,0,0,0,85.7142857142543,12.8205128205081,1.0989010989007,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"1803",2010/09/02 00:00:00,2010/09/02 00:00:00+00,"187",PT,PRT,Portugal,Continente,Norte,Alto Tâmega,Cervos,modis,0,0,0,0,14.4385026737891,83.957219251292,1.60427807486545,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1853",2010/09/02 00:00:00,2010/09/02 00:00:00+00,"113",ES,ESP,España,Noroeste,Galicia,Ourense,Castrelo do Val,modis,0,0,0,0,0,98.2456140350015,1.75438596491074,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1854",2010/09/02 00:00:00,2010/09/02 00:00:00+00,"26",ES,ESP,España,Noroeste,Galicia,Ourense,"Gudiña, A",modis,0,0,0,0,61.5384615382249,38.4615384613905,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1855",2010/09/02 00:00:00,2010/09/02 00:00:00+00,"289",ES,ESP,España,Noroeste,Galicia,Ourense,Calvos de Randín,modis,0.344827586206778,0,0,0,1.03448275862033,92.4137931034164,6.206896551722,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"3404",2010/09/02 00:00:00,2010/09/02 00:00:00+00,"537",PT,PRT,Portugal,Continente,Norte,Ave,Campanhó e Paradança,modis,8.39552238805813,0,0,0,71.4552238805837,18.843283582086,1.30597014925349,0,0,99.5332543764129,"0",2022/01/26 11:57:54.973,EU,EU
,,"4041",2010/09/02 00:00:00,2010/09/02 00:00:00+00,"45",ES,ESP,España,Centro (ES),Castilla y León,León,Vegacervera,modis,0,0,0,0,0,99.9999999997727,0,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"1856",2010/09/03 00:00:00,2010/09/03 00:00:00+00,"125",PT,PRT,Portugal,Continente,Norte,Alto Minho,Merufe,modis,0,0,10.3999999999917,0,2.39999999999808,87.1999999999302,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"4007",2010/09/04 00:00:00,2010/09/04 00:00:00+00,"65",PT,PRT,Portugal,Continente,Norte,Ave,Anjos e Vilar do Chão,modis,0,0,0,0,23.5294117646713,76.4705882351817,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"2186",2010/09/05 00:00:00,2010/09/05 00:00:00+00,"78",ES,ESP,España,Noroeste,Principado de Asturias,Asturias,Allande,modis,0,0,0,0,0,92.2077922076725,7.79220779219767,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"4038",2010/09/05 00:00:00,2010/09/05 00:00:00+00,"215",PT,PRT,Portugal,Continente,Norte,Alto Tâmega,Friões,modis,0,0,0,0,56.880733944928,0,43.1192660550261,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"3406",2010/09/05 00:00:00,2010/09/05 00:00:00+00,"79",PT,PRT,Portugal,Continente,Centro (PT),Viseu Dão Lafões,Cujó,modis,0,0,0,0,33.3333333332906,51.2820512819855,15.3846153845957,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1951",2010/09/07 00:00:00,2010/09/07 00:00:00+00,"283",ES,ESP,España,Este,Comunitat Valenciana,Valencia/València,Simat de la Valldigna,modis,0,0.701754385964666,0,75.7894736841839,0,23.5087719298163,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1895",2010/09/07 00:00:00,2010/09/07 00:00:00+00,"3031",ES,ESP,España,Este,Comunitat Valenciana,Valencia/València,Bocairent,modis,0,0.0330033003300319,0,2.90429042904281,0,92.4422442244194,3.9273927392738,0.69306930693067,0,12.4167926652218,"0",2022/01/26 11:57:54.973,EU,EU
,,"2185",2010/09/08 00:00:00,2010/09/08 00:00:00+00,"2091",ES,ESP,España,Este,Comunitat Valenciana,Valencia/València,Xàtiva,modis,0,0,0,61.395126612515,8.26564739608178,25.8002866698507,4.5389393215478,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"2397",2010/09/08 00:00:00,2010/09/08 00:00:00+00,"433",ES,ESP,España,Sur,Región de Murcia,Murcia,Calasparra,modis,0,19.6261682242945,0,0,26.8691588784984,48.1308411214841,2.3364485981303,0,3.03738317756938,99.9999999999999,"0",2022/01/26 11:57:54.973,EU,EU
,,"2863",2010/09/12 00:00:00,2010/09/12 00:00:00+00,"31",PT,PRT,Portugal,Continente,Norte,Douro,Lazarim,modis,0,0,0,0,0,97.0588235291263,2.94117647057958,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"2858",2010/09/13 00:00:00,2010/09/13 00:00:00+00,"33",ES,ESP,España,Noroeste,Principado de Asturias,Asturias,Allande,modis,0,0,0,0,0,99.9999999996774,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"2860",2010/09/13 00:00:00,2010/09/13 00:00:00+00,"29",ES,ESP,España,Noroeste,Galicia,Ourense,Cualedro,modis,0,0,0,0,0,99.9999999996552,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"2862",2010/09/13 00:00:00,2010/09/13 00:00:00+00,"75",PT,PRT,Portugal,Continente,Norte,Douro,"Bigorne, Magueija e Pretarouca",modis,0,0,0,0,0,76.0563380280619,23.9436619717973,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"3405",2010/09/13 00:00:00,2010/09/13 00:00:00+00,"56",PT,PRT,Portugal,Continente,Norte,Tâmega e Sousa,Resende,modis,0,0,0,0,45.6140350876393,40.3508771929117,14.0350877192736,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"3407",2010/09/13 00:00:00,2010/09/13 00:00:00+00,"70",PT,PRT,Portugal,Continente,Centro (PT),Viseu Dão Lafões,Cambra e Carvalhal de Vermilhas,modis,0,0,0,0,0,98.5714285712878,1.42857142856939,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"3408",2010/09/13 00:00:00,2010/09/13 00:00:00+00,"67",PT,PRT,Portugal,Continente,Centro (PT),Viseu Dão Lafões,Caparrosa e Silvares,modis,0,0,0,0,0,99.9999999998529,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"3599",2010/09/13 00:00:00,2010/09/13 00:00:00+00,"609",PT,PRT,Portugal,Continente,Centro (PT),Beiras e Serra da Estrela,"Algodres, Vale de Afonsinho e Vilar de Amargo",modis,0,0,0,0,4.31177446102748,85.5721393034684,10.1160862354875,0,0,28.2974407463067,"0",2022/01/26 11:57:54.973,EU,EU
,,"2859",2010/09/14 00:00:00,2010/09/14 00:00:00+00,"144",PT,PRT,Portugal,Continente,Norte,Alto Tâmega,Santo André,modis,0,0,0,0,0,87.6712328766523,12.3287671232792,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"3596",2010/09/15 00:00:00,2010/09/15 00:00:00+00,"108",ES,ESP,España,Centro (ES),Castilla y León,León,Villamanín,modis,0,0,0,0,0,99.9999999999074,0,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"2861",2010/09/16 00:00:00,2010/09/16 00:00:00+00,"37",PT,PRT,Portugal,Continente,Norte,Douro,Penude,modis,0,0,0,0,0,84.2105263155679,15.789473684169,0,0,91.9691604474204,"0",2022/01/26 11:57:54.973,EU,EU
,,"5459",2010/09/20 00:00:00,2010/09/20 00:00:00+00,"32",PT,PRT,Portugal,Continente,Norte,Cávado,Aboim da Nóbrega e Gondomar,modis,0,0,0,0,0,99.9999999996667,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"2765",2010/09/20 00:00:00,2010/09/20 00:00:00+00,"83",EL,GRC,Ελλάδα ,"Νησιά Αιγαίου, Κρήτη",Κρήτη,Ρέθυμνο,Τοπική Κοινότητα Κοξαρές,modis,0,0,0,0,0,99.999999999878,0,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"1958",2010/09/25 00:00:00,2010/09/25 00:00:00+00,"93",PT,PRT,Portugal,Continente,Centro (PT),Viseu Dão Lafões,Parada de Ester e Ester,modis,0,0,0,0,0,99.9999999998889,0,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"5132",2010/09/26 00:00:00,2010/09/26 00:00:00+00,"37",PT,PRT,Portugal,Continente,Centro (PT),Viseu Dão Lafões,Castro Daire,modis,0,0,0,0,16.6666666666204,83.3333333331018,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1449",2010/09/29 00:00:00,2010/09/29 00:00:00+00,"34",PT,PRT,Portugal,Continente,Centro (PT),Viseu Dão Lafões,Gosende,modis,0,0,0,0,6.06060606058769,72.7272727270523,21.2121212120569,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"5133",2010/09/29 00:00:00,2010/09/29 00:00:00+00,"126",PT,PRT,Portugal,Continente,Centro (PT),Viseu Dão Lafões,Gosende,modis,0,0,0,0,0,99.1803278687712,0,0,0.819672131146869,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"1409",2010/10/01 00:00:00,2010/10/01 00:00:00+00,"198",EL,GRC,Ελλάδα ,"Νησιά Αιγαίου, Κρήτη",Νότιο Αιγαίο,"Κάλυμνος, Κάρπαθος – Ηρωική Νήσος Κάσος, Κως, Ρόδος",Τοπική Κοινότητα Μονολίθου,modis,0,0,0,0,41.2060301507331,0,58.7939698492167,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"1448",2010/10/01 00:00:00,2010/10/01 00:00:00+00,"554",PT,PRT,Portugal,Continente,Centro (PT),Viseu Dão Lafões,Mezio e Moura Morta,modis,0,0,0,0,8.9766606822246,89.766606822246,1.25673249551144,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"1411",2010/10/02 00:00:00,2010/10/02 00:00:00+00,"53",ES,ESP,España,Noroeste,Galicia,Ourense,Manzaneda,modis,0,0,0,0,78.4313725488658,5.88235294116494,15.6862745097732,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"1453",2010/10/05 00:00:00,2010/10/05 00:00:00+00,"263",PT,PRT,Portugal,Continente,Centro (PT),Viseu Dão Lafões,Mezio e Moura Morta,modis,3.43511450381548,0,0,0,19.4656488549544,64.5038167938685,12.5954198473234,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"1455",2010/10/05 00:00:00,2010/10/05 00:00:00+00,"249",PT,PRT,Portugal,Continente,Centro (PT),Viseu Dão Lafões,Cujó,modis,0,0,0,0,0.79999999999968,71.5999999999714,27.599999999989,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1454",2010/10/20 00:00:00,2010/10/20 00:00:00+00,"112",PT,PRT,Portugal,Continente,Centro (PT),Viseu Dão Lafões,Vila Cova à Coelheira,modis,0,0,0,0,0,78.4482758620013,21.5517241379125,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"2260",2010/10/21 00:00:00,2010/10/21 00:00:00+00,"77",PT,PRT,Portugal,Continente,Centro (PT),Viseu Dão Lafões,Pinheiro,modis,0,0,0,0,0,94.8051948050717,5.19480519479845,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"1369",2010/10/25 00:00:00,2010/10/25 00:00:00+00,"50",PT,PRT,Portugal,Continente,Centro (PT),Beiras e Serra da Estrela,Arcozelo,modis,0,0,0,0,1.92307692307322,98.0769230767345,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1372",2010/10/27 00:00:00,2010/10/27 00:00:00+00,"405",PT,PRT,Portugal,Continente,Centro (PT),Beiras e Serra da Estrela,"Pousafoles do Bispo, Pena Lobo e Lomba",modis,0,0,0,0,0,82.3821339950168,17.6178660049584,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1370",2010/10/28 00:00:00,2010/10/28 00:00:00+00,"91",PT,PRT,Portugal,Continente,Centro (PT),Beiras e Serra da Estrela,Rapa e Cadafaz,modis,1.12359550561672,0,0,0,59.5505617976859,39.325842696585,0,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"1373",2010/10/28 00:00:00,2010/10/28 00:00:00+00,"84",ES,ESP,España,Noroeste,Galicia,Ourense,Vilariño de Conso,modis,0,0,0,0,0,99.9999999998837,0,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"1368",2010/11/01 00:00:00,2010/11/01 00:00:00+00,"346",PT,PRT,Portugal,Continente,Centro (PT),Beiras e Serra da Estrela,Vale de Azares,modis,0,0,0,0,8.95953757225175,82.9479768785887,8.09248554913061,0,0,99.9999999999999,"0",2022/01/26 11:57:54.973,EU,EU
,,"1371",2010/11/01 00:00:00,2010/11/01 00:00:00+00,"95",PT,PRT,Portugal,Continente,Centro (PT),Beiras e Serra da Estrela,Aldeias e Mangualde da Serra,modis,0,0,0,0,0,99.9999999998969,0,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"2002",2011/10/14 00:00:00,2011/10/14 00:00:00+00,"764",PT,PRT,Portugal,Continente,Norte,Alto Tâmega,Pitões das Junias,modis,0.129701686121903,0,0,0,3.89105058365708,95.979247730208,0,0,0,5.70539817084404,"0",2022/01/26 11:57:54.973,EU,EU
,,"2205",2011/10/13 00:00:00,2011/10/13 00:00:00+00,"28",ES,ESP,España,Noroeste,Galicia,Ourense,Chandrexa de Queixa,modis,6.89655172411415,0,0,0,48.2758620687991,6.89655172411415,37.9310344826278,0,0,1.4235109658487,"0",2022/01/26 11:57:54.973,EU,EU
,,"2344",2011/08/11 00:00:00,2011/08/11 00:00:00+00,"31",PT,PRT,Portugal,Continente,Norte,Tâmega e Sousa,Sande e São Lourenço do Douro,modis,0,0,18.1818181817631,0,9.09090909088154,63.6363636361708,0,9.09090909088154,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"2345",2011/08/12 00:00:00,2011/08/12 00:00:00+00,"89",PT,PRT,Portugal,Continente,Norte,Tâmega e Sousa,Santiago de Piães,modis,0,0,0,0,22.8260869564969,74.9999999999185,2.1739130434759,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"2417",2011/04/26 00:00:00,2011/04/26 00:00:00+00,"108",ES,ESP,España,Noroeste,Galicia,A Coruña,Monfero,modis,0,1.85185185185014,12.962962962951,0,0,85.1851851851063,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"2425",2011/10/07 00:00:00,2011/10/07 00:00:00+00,"92",EL,GRC,Ελλάδα ,Κεντρική Ελλάδα,Θεσσαλία,Λάρισα,Τοπική Κοινότητα Σκοτούσσης,modis,0,0,0,82.0224719100202,0,0,17.9775280898674,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"2500",2011/10/09 00:00:00,2011/10/09 00:00:00+00,"83",PT,PRT,Portugal,Continente,Norte,Terras de Trás-os-Montes,Outeiro,modis,0,0,0,0,8.53658536584325,78.0487804877097,13.4146341463251,0,0,87.0230399120279,"0",2022/01/26 11:57:54.973,EU,EU
,,"2499",2011/10/06 00:00:00,2011/10/06 00:00:00+00,"63",PT,PRT,Portugal,Continente,Norte,Alto Tâmega,Vilar e Viveiro,modis,0,0,0,0,0,92.0634920633459,7.93650793649534,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"2831",2011/04/06 00:00:00,2011/04/06 00:00:00+00,"53",ES,ESP,España,Noroeste,Principado de Asturias,Asturias,Piloña,modis,0,0,0,0,49.9999999999038,49.9999999999038,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"2832",2011/04/06 00:00:00,2011/04/06 00:00:00+00,"78",ES,ESP,España,Noroeste,Principado de Asturias,Asturias,Caso,modis,11.6883116882965,0,0,0,0,88.3116883115736,0,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"2833",2011/04/07 00:00:00,2011/04/07 00:00:00+00,"36",ES,ESP,España,Noroeste,Principado de Asturias,Asturias,Piloña,modis,0,0,0,0,0,99.9999999997297,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"2881",2011/09/15 00:00:00,2011/09/15 00:00:00+00,"285",EL,GRC,Ελλάδα ,Βόρεια Ελλάδα,Κεντρική Μακεδονία,Σέρρες,Τοπική Κοινότητα Μακρινίτσης,modis,0,0,0,0,0,77.1929824561133,22.8070175438517,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"2882",2011/09/16 00:00:00,2011/09/16 00:00:00+00,"41",EL,GRC,Ελλάδα ,Βόρεια Ελλάδα,Κεντρική Μακεδονία,Κιλκίς,Τοπική Κοινότητα Μουριών,modis,0,0,0,0,0,99.9999999997674,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"3473",2011/10/12 00:00:00,2011/10/12 00:00:00+00,"27",PT,PRT,Portugal,Continente,Norte,Ave,Calvos e Frades,modis,0,0,0,0,89.2857142853954,0,10.7142857142474,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"3872",2011/06/28 00:00:00,2011/06/28 00:00:00+00,"175",PT,PRT,Portugal,Continente,Norte,Alto Minho,Cerdal,modis,29.0502793295927,0,0,0,67.5977653630907,3.3519553072607,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"4543",2011/10/07 00:00:00,2011/10/07 00:00:00+00,"62",PT,PRT,Portugal,Continente,Norte,Alto Minho,Castro Laboreiro e Lamas de Mouro,modis,0,0,0,0,0,73.4374999998852,26.5624999999585,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"4837",2011/10/15 00:00:00,2011/10/15 00:00:00+00,"156",ES,ESP,España,Noroeste,Galicia,Ourense,Esgos,modis,16.5562913907175,0,0,0,0,68.2119205297562,15.2317880794601,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"5655",2011/09/18 00:00:00,2011/09/18 00:00:00+00,"239",ES,ESP,España,Centro (ES),Castilla-La Mancha,Toledo,"Iglesuela, La",modis,13.3333333333278,32.916666666653,42.4999999999823,9.58333333332934,0.416666666666493,0,1.24999999999948,0,0,13.0291321909399,"0",2022/01/26 11:57:54.973,EU,EU
,,"5890",2011/08/15 00:00:00,2011/08/15 00:00:00+00,"406",PT,PRT,Portugal,Continente,Norte,Alto Tâmega,Santa Maria de Emeres,modis,0,0,0,0,46.1916461916348,35.8722358722271,17.9361179361135,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"6344",2011/06/29 00:00:00,2011/06/29 00:00:00+00,"50",PT,PRT,Portugal,Continente,Norte,Área Metropolitana do Porto,Escariz,modis,2.17391304347353,0,17.3913043477883,0,80.4347826085208,0,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"8002",2011/10/03 00:00:00,2011/10/03 00:00:00+00,"57",PT,PRT,Portugal,Continente,Norte,Alto Tâmega,Pensalvos e Parada de Monteiros,modis,1.72413793103151,0,0,0,27.5862068965042,63.7931034481659,6.89655172412604,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"1799",2011/08/19 00:00:00,2011/08/19 00:00:00+00,"45",PT,PRT,Portugal,Continente,Norte,Douro,Riodades,modis,0,0,0,0,71.7391304346266,28.260869565156,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1295",2011/07/28 00:00:00,2011/07/28 00:00:00+00,"22",PT,PRT,Portugal,Continente,Norte,Ave,Agrela e Serafão,modis,0,0,28.5714285712925,0,71.4285714282313,0,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1304",2011/07/25 00:00:00,2011/07/25 00:00:00+00,"37",PT,PRT,Portugal,Continente,Norte,Cávado,Ponte,modis,0,5.26315789472299,15.789473684169,0,78.9473684208449,0,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"3417",2011/10/04 00:00:00,2011/10/04 00:00:00+00,"20",ES,ESP,España,Noroeste,Galicia,Ourense,"Peroxa, A",modis,0,0,0,0,68.4210526312188,0,31.5789473682549,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"5895",2011/07/25 00:00:00,2011/07/25 00:00:00+00,"64",PT,PRT,Portugal,Continente,Norte,Cávado,Oriz (Santa Marinha) e Oriz (São Miguel),modis,20.3124999999683,0,0,0,32.8124999999487,34.3749999999463,12.4999999999805,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"7992",2011/08/09 00:00:00,2011/08/09 00:00:00+00,"43",PT,PRT,Portugal,Continente,Centro (PT),Região de Aveiro,Albergaria-a-Velha e Valmaior,modis,74.9999999998295,0,0,0,22.7272727272211,0,2.27272727272211,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"7993",2011/08/10 00:00:00,2011/08/10 00:00:00+00,"38",PT,PRT,Portugal,Continente,Centro (PT),Região de Aveiro,Albergaria-a-Velha e Valmaior,modis,0,0,0,0,81.0810810808619,0,18.9189189188678,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"7994",2011/08/10 00:00:00,2011/08/10 00:00:00+00,"94",PT,PRT,Portugal,Continente,Norte,Tâmega e Sousa,Moimenta,modis,0,0,1.07526881720314,0,97.8494623654862,0,1.07526881720314,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"7995",2011/08/10 00:00:00,2011/08/10 00:00:00+00,"58",PT,PRT,Portugal,Continente,Centro (PT),Região de Aveiro,Macinhata do Vouga,modis,0,0,0,0,94.9999999998417,0,0,4.99999999999167,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"3613",2011/04/12 00:00:00,2011/04/12 00:00:00+00,"34",ES,ESP,España,Noroeste,Galicia,Ourense,Lobios,modis,0,0,0,0,0,99.9999999996875,0,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"3615",2011/04/08 00:00:00,2011/04/08 00:00:00+00,"22",ES,ESP,España,Noroeste,Principado de Asturias,Asturias,Allande,modis,0,0,0,0,0,99.9999999995238,0,0,0,4.55943082420876,"0",2022/01/26 11:57:54.973,EU,EU
,,"6962",2011/08/16 00:00:00,2011/08/16 00:00:00+00,"74",EL,GRC,Ελλάδα ,Κεντρική Ελλάδα,Θεσσαλία,Λάρισα,Τοπική Κοινότητα Βρυσιών,modis,0,0,0,56.5789473683466,0,43.4210526315218,0,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
,,"8004",2011/10/03 00:00:00,2011/10/03 00:00:00+00,"32",PT,PRT,Portugal,Continente,Centro (PT),Viseu Dão Lafões,Vila Cova à Coelheira,modis,0,0,0,0,0,49.9999999998333,49.9999999998333,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1477",2011/07/27 00:00:00,2011/07/27 00:00:00+00,"59",PT,PRT,Portugal,Continente,Norte,Ave,Guilhofrei,modis,0,0,0,0,17.2413793103151,82.7586206895125,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1478",2011/07/27 00:00:00,2011/07/27 00:00:00+00,"75",PT,PRT,Portugal,Continente,Norte,Ave,Vilarinho das Cambas,modis,0,0,0,0,86.4864864863696,0,0,13.5135135134953,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1479",2011/07/27 00:00:00,2011/07/27 00:00:00+00,"71",PT,PRT,Portugal,Continente,Norte,Área Metropolitana do Porto,"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",modis,0,0,14.6666666666471,0,85.3333333332196,0,0,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1505",2011/07/27 00:00:00,2011/07/27 00:00:00+00,"206",PT,PRT,Portugal,Continente,Centro (PT),Beiras e Serra da Estrela,"Algodres, Vale de Afonsinho e Vilar de Amargo",modis,0,0,0,0,13.8755980861178,85.1674641147918,0.956937799042604,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1506",2011/07/27 00:00:00,2011/07/27 00:00:00+00,"585",PT,PRT,Portugal,Continente,Norte,Douro,Sernancelhe e Sarzeda,modis,0,3.95869191049846,0,0,6.02409638554113,77.9690189328609,12.0481927710823,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1508",2011/07/27 00:00:00,2011/07/27 00:00:00+00,"62",PT,PRT,Portugal,Continente,Centro (PT),Beiras e Serra da Estrela,Pinhanços,modis,0,0,0,0,69.841269841159,28.5714285713832,1.58730158729907,0,0,0,"0",2022/01/26 11:57:54.973,EU,EU
,,"1638",2011/04/08 00:00:00,2011/04/08 00:00:00+00,"198",PT,PRT,Portugal,Continente,Centro (PT),Viseu Dão Lafões,Mezio e Moura Morta,modis,7.73195876288261,0,0,0,10.8247422680357,76.8041237113006,4.63917525772957,0,0,100,"0",2022/01/26 11:57:54.973,EU,EU
